entity_id,entity_type,canonical_name,original_name,source_doc_id,method,confidence,evidence
ENT_DOI_0102,DoiTuongApDung,"Tổ chức, cá nhân có liên quan đến việc đăng ký, quản lý và công khai danh sách kiểm toán viên hành nghề kiểm toán","Tổ chức, cá nhân có liên quan đến việc đăng ký, quản lý và công khai danh sách kiểm toán viên hành nghề kiểm toán",30402,gemini,0.9,"3. Tổ chức, cá nhân có liên quan đến việc đăng ký, quản lý và công khai danh sách kiểm toán viên hành nghề kiểm toán."
ENT_LIN_0103,LinhVuc,Kiểm Toán,Kiểm toán,30402,gemini,0.92,"Thông tư hướng dẫn về đăng ký, quản lý và công khai danh sách kiểm toán viên hành nghề kiểm toán"
ENT_COQ_0104,CoQuan,Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,173460,metadata_rule,0.98,Từ cột co_quan_ban_hanh của metadata: Ngân hàng Nhà nước Việt Nam
ENT_NGU_0105,NguoiKy,Đoàn Thái Sơn,Đoàn Thái Sơn,173460,metadata_rule,0.98,Từ cột nguoi_ky của metadata: Đoàn Thái Sơn
ENT_DOI_0106,DoiTuongApDung,Công ty tài chính tổng hợp,Công ty tài chính tổng hợp,173460,gemini,0.92,1. Công ty tài chính tổng hợp.
ENT_DOI_0107,DoiTuongApDung,Công ty tài chính chuyên ngành,Công ty tài chính chuyên ngành,173460,gemini,0.92,2. Công ty tài chính chuyên ngành.
ENT_DOI_0108,DoiTuongApDung,"Các tổ chức, cá nhân có liên quan đến việc cấp Giấy phép lần đầu của tổ chức tín dụng phi ngân hàng","Các tổ chức, cá nhân có liên quan đến việc cấp Giấy phép lần đầu của tổ chức tín dụng phi ngân hàng",173460,gemini,0.9,"3. Các tổ chức, cá nhân có liên quan đến việc cấp Giấy phép lần đầu của tổ chức tín dụng phi ngân hàng."
ENT_LIN_0109,LinhVuc,"Thanh Tra, Giám Sát Ngân Hàng","Thanh tra, giám sát ngân hàng",173460,gemini,0.9,"Lĩnh vực (Gốc): Thanh tra, giám sát ngân hàng"
ENT_COQ_0110,CoQuan,Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,27257,metadata_rule,0.98,Từ cột co_quan_ban_hanh của metadata: Ngân hàng Nhà nước Việt Nam
ENT_NGU_0111,NguoiKy,Trần Minh Tuấn,Trần Minh Tuấn,27257,metadata_rule,0.98,Từ cột nguoi_ky của metadata: Trần Minh Tuấn
ENT_DOI_0112,DoiTuongApDung,Tổ chức tín dụng,Tổ chức tín dụng,27257,gemini,0.92,1. Tổ chức tín dụng;
ENT_DOI_0113,DoiTuongApDung,Chi nhánh ngân hàng nước ngoài,Chi nhánh ngân hàng nước ngoài,27257,gemini,0.92,2. Chi nhánh ngân hàng nước ngoài;
ENT_DOI_0114,DoiTuongApDung,"Tổ chức, cá nhân có liên quan đến hệ thống kiểm soát nội bộ và kiểm toán nội bộ của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài","Tổ chức, cá nhân có liên quan đến hệ thống kiểm soát nội bộ và kiểm toán nội bộ của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài",27257,gemini,0.9,"3. Tổ chức, cá nhân có liên quan đến hệ thống kiểm soát nội bộ và kiểm toán nội bộ của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài."
ENT_LIN_0115,LinhVuc,Kiểm Soát Nội Bộ,Kiểm soát nội bộ,27257,gemini,0.85,"THÔNG TƯ Q uy định về hệ thống kiểm soát nội bộ và kiểm toán nội bộ của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài"
ENT_LIN_0116,LinhVuc,Kiểm Toán Nội Bộ,Kiểm toán nội bộ,27257,gemini,0.85,"THÔNG TƯ Q uy định về hệ thống kiểm soát nội bộ và kiểm toán nội bộ của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài"
ENT_COQ_0117,CoQuan,Bộ Tài chính,Bộ Tài chính,143217,metadata_rule,0.98,Từ cột co_quan_ban_hanh của metadata: Bộ Tài chính
ENT_NGU_0118,NguoiKy,Đỗ Hoàng Anh Tuấn,Đỗ Hoàng Anh Tuấn,143217,gemini,0.95,KT. BỘ TRƯỞNG THỨ TRƯỞNG (Đã ký) Đỗ Hoàng Anh Tuấn
ENT_DOI_0119,DoiTuongApDung,các doanh nghiệp quy định tại khoản 1 Điều 10 Nghị định số 05/2019/NĐ-CP,các doanh nghiệp quy định tại khoản 1 Điều 10 Nghị định số 05/2019/NĐ-CP,143217,gemini,0.92,Thông tư này áp dụng đối với các doanh nghiệp quy định tại khoản 1 Điều 10 Nghị định số 05/2019/NĐ-CP ngày 22 tháng 01 năm 2019 của Chính phủ về kiếm toán nội bộ.
ENT_DOI_0120,DoiTuongApDung,Các doanh nghiệp không thuộc quy định tại khoản 1 Điều này,Các doanh nghiệp không thuộc quy định tại khoản 1 Điều này,143217,gemini,0.88,Các doanh nghiệp không thuộc quy định tại khoản 1 Điều này được khuyến khích xây dựng Quy chế kiểm toán nội bộ trên cơ sở tham chiếu mẫu Quy chế kiểm toán nội bộ ban hành kèm theo Thông tư này.
ENT_LIN_0121,LinhVuc,Kiểm Toán,Kiểm toán,143217,gemini,0.9,Thông tư ban hành Quy chế mẫu về kiếm toán nội bộ áp dụng cho doanh nghiệp.
ENT_COQ_0122,CoQuan,Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,168859,metadata_rule,0.98,Từ cột co_quan_ban_hanh của metadata: Ngân hàng Nhà nước Việt Nam
ENT_NGU_0123,NguoiKy,Đào Minh Tú,Đào Minh Tú,168859,metadata_rule,0.98,Từ cột nguoi_ky của metadata: Đào Minh Tú
ENT_COQ_0124,CoQuan,Bộ Tài chính,Bộ Tài chính,150974,metadata_rule,0.98,Từ cột co_quan_ban_hanh của metadata: Bộ Tài chính
ENT_NGU_0125,NguoiKy,Tạ Anh Tuấn,Tạ Anh Tuấn,150974,metadata_rule,0.98,Từ cột nguoi_ky của metadata: Tạ Anh Tuấn
ENT_DOI_0126,DoiTuongApDung,"các doanh nghiệp, cơ quan nhà nước, đơn vị sự nghiệp công lập","các doanh nghiệp, cơ quan nhà nước, đơn vị sự nghiệp công lập",150974,gemini,0.92,"Chuẩn mực kiểm toán nội bộ Việt Nam và các nguyên tắc đạo đức nghề nghiệp kiểm toán nội bộ áp dụng đối với các doanh nghiệp, cơ quan nhà nước, đơn vị sự nghiệp công lập quy định tại Điều 8, Điều 9, Điều 10 Nghị định số 05/2019/NĐ-CP"
ENT_DOI_0127,DoiTuongApDung,các tổ chức cá nhân có liên quan trong hoạt động kiểm toán nội bộ,các tổ chức cá nhân có liên quan trong hoạt động kiểm toán nội bộ,150974,gemini,0.9,và các tổ chức cá nhân có liên quan trong hoạt động kiểm toán nội bộ của các đơn vị này.
ENT_LIN_0128,LinhVuc,Kiểm Toán,Kiểm toán,150974,gemini,0.92,Ban hành chuẩn mực kiểm toán nội bộ Việt Nam và các nguyên tắc đạo đức nghề nghiệp kiểm toán nội bộ
ENT_LIN_0129,LinhVuc,Kế Toán,Kế toán,150974,gemini,0.88,Căn cứ Luật kế toán số 88/2015/QH13 ngày 20 tháng 11 năm 2015;
ENT_COQ_0130,CoQuan,Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,164719,metadata_rule,0.98,Từ cột co_quan_ban_hanh của metadata: Ngân hàng Nhà nước Việt Nam
ENT_NGU_0131,NguoiKy,Đoàn Thái Sơn,Đoàn Thái Sơn,164719,metadata_rule,0.98,Từ cột nguoi_ky của metadata: Đoàn Thái Sơn
ENT_COQ_0132,CoQuan,Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,173695,metadata_rule,0.98,Từ cột co_quan_ban_hanh của metadata: Ngân hàng Nhà nước Việt Nam
ENT_NGU_0133,NguoiKy,Đoàn Thái Sơn,Đoàn Thái Sơn,173695,metadata_rule,0.98,Từ cột nguoi_ky của metadata: Đoàn Thái Sơn
ENT_DOI_0134,DoiTuongApDung,Ngân hàng thương mại,Ngân hàng thương mại,173695,gemini,0.92,1. Ngân hàng thương mại.
ENT_DOI_0135,DoiTuongApDung,Chi nhánh ngân hàng nước ngoài,Chi nhánh ngân hàng nước ngoài,173695,gemini,0.92,2. Chi nhánh ngân hàng nước ngoài.
ENT_DOI_0136,DoiTuongApDung,"Văn phòng đại diện tại Việt Nam của tổ chức tín dụng nước ngoài, tổ chức nước ngoài khác có hoạt động ngân hàng","Văn phòng đại diện tại Việt Nam của tổ chức tín dụng nước ngoài, tổ chức nước ngoài khác có hoạt động ngân hàng",173695,gemini,0.92,"3. Văn phòng đại diện tại Việt Nam của tổ chức tín dụng nước ngoài, tổ chức nước ngoài khác có hoạt động ngân hàng (sau đây gọi là văn phòng đại diện nước ngoài)."
ENT_DOI_0137,DoiTuongApDung,"Các tổ chức, cá nhân có liên quan đến hồ sơ, thủ tục cấp Giấy phép lần đầu của ngân hàng thương mại, chi nhánh ngân hàng nước ngoài và văn phòng đại diện nước ngoài","Các tổ chức, cá nhân có liên quan đến hồ sơ, thủ tục cấp Giấy phép lần đầu của ngân hàng thương mại, chi nhánh ngân hàng nước ngoài và văn phòng đại diện nước ngoài",173695,gemini,0.9,"4. Các tổ chức, cá nhân có liên quan đến hồ sơ, thủ tục cấp Giấy phép lần đầu của ngân hàng thương mại, chi nhánh ngân hàng nước ngoài và văn phòng đại diện nước ngoài."
ENT_LIN_0138,LinhVuc,"Thanh Tra, Giám Sát Ngân Hàng","Thanh tra, giám sát ngân hàng",173695,gemini,0.88,"Theo đề nghị của Chánh Thanh tra, giám sát ngân hàng;"
ENT_COQ_0139,CoQuan,Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,186482,metadata_rule,0.98,Từ cột co_quan_ban_hanh của metadata: Ngân hàng Nhà nước Việt Nam
ENT_NGU_0140,NguoiKy,Đoàn Thái Sơn,Đoàn Thái Sơn,186482,metadata_rule,0.98,Từ cột nguoi_ky của metadata: Đoàn Thái Sơn
ENT_DOI_0141,DoiTuongApDung,Công ty Quản lý tài sản,Công ty Quản lý tài sản,186482,gemini,0.92,"Chủ thể phát hành trái phiếu, trái phiếu đặc biệt là Công ty Quản lý tài sản."
ENT_DOI_0142,DoiTuongApDung,Tổ chức tín dụng,tổ chức tín dụng,186482,gemini,0.9,"Công ty Quản lý tài sản phát hành trái phiếu, trái phiếu đặc biệt để thanh toán cho các tổ chức tín dụng, chi nhánh ngân hàng nước ngoài bán nợ"
ENT_DOI_0143,DoiTuongApDung,chi nhánh ngân hàng nước ngoài,chi nhánh ngân hàng nước ngoài,186482,gemini,0.9,"Công ty Quản lý tài sản phát hành trái phiếu, trái phiếu đặc biệt để thanh toán cho các tổ chức tín dụng, chi nhánh ngân hàng nước ngoài bán nợ"
ENT_LIN_0144,LinhVuc,"Quản Lý, Giám Sát Ngân Hàng","quản lý, giám sát ngân hàng",186482,gemini,0.88,"trong lĩnh vực quản lý, giám sát ngân hàng liên quan đến cắt giảm điều kiện kinh doanh, đơn giản hóa thủ tục hành chính"
ENT_COQ_0145,CoQuan,Bộ Tài chính,Bộ Tài chính,112924,metadata_rule,0.98,Từ cột co_quan_ban_hanh của metadata: Bộ Tài chính
ENT_NGU_0146,NguoiKy,Trần Xuân Hà,Trần Xuân Hà,112924,metadata_rule,0.98,Từ cột nguoi_ky của metadata: Trần Xuân Hà
ENT_DOI_0147,DoiTuongApDung,tổ chức kinh doanh chứng khoán,tổ chức kinh doanh chứng khoán,112924,gemini,0.93,"Thông tư này áp dụng đối với tổ chức kinh doanh chứng khoán, quỹ đầu tư chứng khoán, công ty đầu tư chứng khoán, doanh nghiệp kinh doanh bảo hiểm"
ENT_DOI_0148,DoiTuongApDung,quỹ đầu tư chứng khoán,quỹ đầu tư chứng khoán,112924,gemini,0.93,"Thông tư này áp dụng đối với tổ chức kinh doanh chứng khoán, quỹ đầu tư chứng khoán, công ty đầu tư chứng khoán, doanh nghiệp kinh doanh bảo hiểm"
ENT_DOI_0149,DoiTuongApDung,công ty đầu tư chứng khoán,công ty đầu tư chứng khoán,112924,gemini,0.93,"Thông tư này áp dụng đối với tổ chức kinh doanh chứng khoán, quỹ đầu tư chứng khoán, công ty đầu tư chứng khoán, doanh nghiệp kinh doanh bảo hiểm"
ENT_DOI_0150,DoiTuongApDung,doanh nghiệp kinh doanh bảo hiểm,doanh nghiệp kinh doanh bảo hiểm,112924,gemini,0.93,"Thông tư này áp dụng đối với tổ chức kinh doanh chứng khoán, quỹ đầu tư chứng khoán, công ty đầu tư chứng khoán, doanh nghiệp kinh doanh bảo hiểm"
ENT_DOI_0151,DoiTuongApDung,"các cơ quan, tổ chức, cá nhân có liên quan đến hoạt động đầu tư gián tiếp ra nước ngoài","các cơ quan, tổ chức, cá nhân có liên quan đến hoạt động đầu tư gián tiếp ra nước ngoài",112924,gemini,0.9,"và các cơ quan, tổ chức, cá nhân có liên quan đến hoạt động đầu tư gián tiếp ra nước ngoài."
ENT_LIN_0152,LinhVuc,Chứng Khoán,Chứng khoán,112924,gemini,0.88,Căn cứ Luật Chứng khoán ngày 29 tháng 6 năm 2006
ENT_LIN_0153,LinhVuc,Bảo Hiểm,Bảo hiểm,112924,gemini,0.88,Căn cứ Luật Kinh doanh bảo hiểm ngày 09 tháng 12 năm 2000
ENT_LIN_0154,LinhVuc,Đầu Tư,Đầu tư,112924,gemini,0.85,Căn cứ Luật Đầu tư ngày 26 tháng 11 năm 2014
ENT_COQ_0155,CoQuan,Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,174218,metadata_rule,0.98,Từ cột co_quan_ban_hanh của metadata: Ngân hàng Nhà nước Việt Nam
ENT_NGU_0156,NguoiKy,Đoàn Thái Sơn,Đoàn Thái Sơn,174218,metadata_rule,0.98,Từ cột nguoi_ky của metadata: Đoàn Thái Sơn
ENT_DOI_0157,DoiTuongApDung,Các tổ chức tín dụng,Các tổ chức tín dụng,174218,gemini,0.92,Các tổ chức tín dụng bao gồm: a) Ngân hàng thương mại; b) Tổ chức tín dụng phi ngân hàng
ENT_DOI_0158,DoiTuongApDung,Ngân hàng thương mại,Ngân hàng thương mại,174218,gemini,0.92,Ngân hàng thương mại
ENT_DOI_0159,DoiTuongApDung,Tổ chức tín dụng phi ngân hàng,Tổ chức tín dụng phi ngân hàng,174218,gemini,0.92,Tổ chức tín dụng phi ngân hàng bao gồm công ty tài chính tổng hợp và công ty tài chính chuyên ngành
ENT_DOI_0160,DoiTuongApDung,"Tổ chức, cá nhân có liên quan đến việc tổ chức lại tổ chức tín dụng","Tổ chức, cá nhân có liên quan đến việc tổ chức lại tổ chức tín dụng",174218,gemini,0.9,"Tổ chức, cá nhân có liên quan đến việc tổ chức lại tổ chức tín dụng."
ENT_LIN_0161,LinhVuc,"Thanh Tra, Giám Sát Ngân Hàng","Thanh tra, giám sát ngân hàng",174218,gemini,0.88,"Theo đề nghị của Chánh Thanh tra, giám sát ngân hàng"
ENT_COQ_0162,CoQuan,Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,186888,metadata_rule,0.98,Từ cột co_quan_ban_hanh của metadata: Ngân hàng Nhà nước Việt Nam
ENT_NGU_0163,NguoiKy,Đoàn Thái Sơn,Đoàn Thái Sơn,186888,metadata_rule,0.98,Từ cột nguoi_ky của metadata: Đoàn Thái Sơn
ENT_COQ_0164,CoQuan,Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,metadata_rule,0.98,Từ cột co_quan_ban_hanh của metadata: Ngân hàng Nhà nước Việt Nam
ENT_NGU_0165,NguoiKy,Đoàn Thái Sơn,Đoàn Thái Sơn,6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,metadata_rule,0.98,Từ cột nguoi_ky của metadata: Đoàn Thái Sơn
ENT_COQ_0166,CoQuan,Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,185630,metadata_rule,0.98,Từ cột co_quan_ban_hanh của metadata: Ngân hàng Nhà nước Việt Nam
ENT_NGU_0167,NguoiKy,Đoàn Thái Sơn,Đoàn Thái Sơn,185630,metadata_rule,0.98,Từ cột nguoi_ky của metadata: Đoàn Thái Sơn
ENT_COQ_0168,CoQuan,Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,117310,metadata_rule,0.98,Từ cột co_quan_ban_hanh của metadata: Ngân hàng Nhà nước Việt Nam
ENT_NGU_0169,NguoiKy,Nguyễn Đồng Tiến,Nguyễn Đồng Tiến,117310,metadata_rule,0.98,Từ cột nguoi_ky của metadata: Nguyễn Đồng Tiến
ENT_COQ_0170,CoQuan,Quốc hội,Quốc hội,166269,metadata_rule,0.98,Từ cột co_quan_ban_hanh của metadata: Quốc hội
ENT_NGU_0171,NguoiKy,Vương Đình Huệ,Vương Đình Huệ,166269,metadata_rule,0.98,Từ cột nguoi_ky của metadata: Vương Đình Huệ
ENT_COQ_0172,CoQuan,Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,177271,metadata_rule,0.98,Từ cột co_quan_ban_hanh của metadata: Ngân hàng Nhà nước Việt Nam
ENT_NGU_0173,NguoiKy,Đoàn Thái Sơn,Đoàn Thái Sơn,177271,metadata_rule,0.98,Từ cột nguoi_ky của metadata: Đoàn Thái Sơn
ENT_COQ_0174,CoQuan,Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,44209,metadata_rule,0.98,Từ cột co_quan_ban_hanh của metadata: Ngân hàng Nhà nước Việt Nam
ENT_NGU_0175,NguoiKy,Đào Minh Tú,Đào Minh Tú,44209,metadata_rule,0.98,Từ cột nguoi_ky của metadata: Đào Minh Tú
ENT_COQ_0176,CoQuan,Quốc hội,Quốc hội,25692,metadata_rule,0.98,Từ cột co_quan_ban_hanh của metadata: Quốc hội
ENT_NGU_0177,NguoiKy,Nguyễn Phú Trọng,Nguyễn Phú Trọng,25692,metadata_rule,0.98,Từ cột nguoi_ky của metadata: Nguyễn Phú Trọng
