document_id,so_ky_hieu,entity,entity_type,source,method,confidence,evidence
30402,202/2012/TT-BTC,"Tổ chức, cá nhân có liên quan đến việc đăng ký, quản lý và công khai danh sách kiểm toán viên hành nghề kiểm toán",DoiTuongApDung,content_clean,gemini,0.9,"3. Tổ chức, cá nhân có liên quan đến việc đăng ký, quản lý và công khai danh sách kiểm toán viên hành nghề kiểm toán."
30402,202/2012/TT-BTC,Kiểm toán,LinhVuc,content_clean,gemini,0.92,"Thông tư hướng dẫn về đăng ký, quản lý và công khai danh sách kiểm toán viên hành nghề kiểm toán"
173460,57/2024/TT-NHNN,Ngân hàng Nhà nước Việt Nam,CoQuan,metadata,metadata_rule,0.98,Từ cột co_quan_ban_hanh của metadata: Ngân hàng Nhà nước Việt Nam
173460,57/2024/TT-NHNN,Đoàn Thái Sơn,NguoiKy,metadata,metadata_rule,0.98,Từ cột nguoi_ky của metadata: Đoàn Thái Sơn
173460,57/2024/TT-NHNN,Ngân hàng Nhà nước Việt Nam,CoQuan,content_clean,gemini,0.95,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM
173460,57/2024/TT-NHNN,Đoàn Thái Sơn,NguoiKy,content_clean,gemini,0.85,Người ký (Gốc): Đoàn Thái Sơn
173460,57/2024/TT-NHNN,Công ty tài chính tổng hợp,DoiTuongApDung,content_clean,gemini,0.92,1. Công ty tài chính tổng hợp.
173460,57/2024/TT-NHNN,Công ty tài chính chuyên ngành,DoiTuongApDung,content_clean,gemini,0.92,2. Công ty tài chính chuyên ngành.
173460,57/2024/TT-NHNN,"Các tổ chức, cá nhân có liên quan đến việc cấp Giấy phép lần đầu của tổ chức tín dụng phi ngân hàng",DoiTuongApDung,content_clean,gemini,0.9,"3. Các tổ chức, cá nhân có liên quan đến việc cấp Giấy phép lần đầu của tổ chức tín dụng phi ngân hàng."
173460,57/2024/TT-NHNN,"Thanh tra, giám sát ngân hàng",LinhVuc,content_clean,gemini,0.9,"Lĩnh vực (Gốc): Thanh tra, giám sát ngân hàng"
27257,44/2011/TT-NHNN,Ngân hàng Nhà nước Việt Nam,CoQuan,metadata,metadata_rule,0.98,Từ cột co_quan_ban_hanh của metadata: Ngân hàng Nhà nước Việt Nam
27257,44/2011/TT-NHNN,Trần Minh Tuấn,NguoiKy,metadata,metadata_rule,0.98,Từ cột nguoi_ky của metadata: Trần Minh Tuấn
27257,44/2011/TT-NHNN,Ngân hàng Nhà nước Việt Nam,CoQuan,content_clean,gemini,0.95,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM ------- CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM
27257,44/2011/TT-NHNN,Tổ chức tín dụng,DoiTuongApDung,content_clean,gemini,0.92,1. Tổ chức tín dụng;
27257,44/2011/TT-NHNN,Chi nhánh ngân hàng nước ngoài,DoiTuongApDung,content_clean,gemini,0.92,2. Chi nhánh ngân hàng nước ngoài;
27257,44/2011/TT-NHNN,"Tổ chức, cá nhân có liên quan đến hệ thống kiểm soát nội bộ và kiểm toán nội bộ của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài",DoiTuongApDung,content_clean,gemini,0.9,"3. Tổ chức, cá nhân có liên quan đến hệ thống kiểm soát nội bộ và kiểm toán nội bộ của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài."
27257,44/2011/TT-NHNN,Kiểm soát nội bộ,LinhVuc,content_clean,gemini,0.85,"THÔNG TƯ Q uy định về hệ thống kiểm soát nội bộ và kiểm toán nội bộ của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài"
27257,44/2011/TT-NHNN,Kiểm toán nội bộ,LinhVuc,content_clean,gemini,0.85,"THÔNG TƯ Q uy định về hệ thống kiểm soát nội bộ và kiểm toán nội bộ của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài"
143217,66/2020/TT-BTC,Bộ Tài chính,CoQuan,metadata,metadata_rule,0.98,Từ cột co_quan_ban_hanh của metadata: Bộ Tài chính
143217,66/2020/TT-BTC,Bộ Tài chính,CoQuan,content_clean,gemini,0.95,Bộ trưởng Bộ Tài chính ban hành Thông tư ban hành Quy chế mẫu về kiếm toán nội bộ áp dụng cho doanh nghiệp.
143217,66/2020/TT-BTC,Đỗ Hoàng Anh Tuấn,NguoiKy,content_clean,gemini,0.95,KT. BỘ TRƯỞNG THỨ TRƯỞNG (Đã ký) Đỗ Hoàng Anh Tuấn
143217,66/2020/TT-BTC,các doanh nghiệp quy định tại khoản 1 Điều 10 Nghị định số 05/2019/NĐ-CP,DoiTuongApDung,content_clean,gemini,0.92,Thông tư này áp dụng đối với các doanh nghiệp quy định tại khoản 1 Điều 10 Nghị định số 05/2019/NĐ-CP ngày 22 tháng 01 năm 2019 của Chính phủ về kiếm toán nội bộ.
143217,66/2020/TT-BTC,Các doanh nghiệp không thuộc quy định tại khoản 1 Điều này,DoiTuongApDung,content_clean,gemini,0.88,Các doanh nghiệp không thuộc quy định tại khoản 1 Điều này được khuyến khích xây dựng Quy chế kiểm toán nội bộ trên cơ sở tham chiếu mẫu Quy chế kiểm toán nội bộ ban hành kèm theo Thông tư này.
143217,66/2020/TT-BTC,Kiểm toán,LinhVuc,content_clean,gemini,0.9,Thông tư ban hành Quy chế mẫu về kiếm toán nội bộ áp dụng cho doanh nghiệp.
168859,29/2024/TT-NHNN,Ngân hàng Nhà nước Việt Nam,CoQuan,metadata,metadata_rule,0.98,Từ cột co_quan_ban_hanh của metadata: Ngân hàng Nhà nước Việt Nam
168859,29/2024/TT-NHNN,Đào Minh Tú,NguoiKy,metadata,metadata_rule,0.98,Từ cột nguoi_ky của metadata: Đào Minh Tú
150974,08/2021/TT-BTC,Bộ Tài chính,CoQuan,metadata,metadata_rule,0.98,Từ cột co_quan_ban_hanh của metadata: Bộ Tài chính
150974,08/2021/TT-BTC,Tạ Anh Tuấn,NguoiKy,metadata,metadata_rule,0.98,Từ cột nguoi_ky của metadata: Tạ Anh Tuấn
150974,08/2021/TT-BTC,Bộ Tài chính,CoQuan,content_clean,gemini,0.95,Bộ trưởng Bộ Tài chính ban hành Thông tư ban hành chuẩn mực kiểm toán nội bộ Việt Nam và các nguyên tắc đạo đức nghề nghiệp kiểm toán nội bộ.
150974,08/2021/TT-BTC,Tạ Anh Tuấn,NguoiKy,content_clean,gemini,0.95,"KT. BỘ TRƯỞNG
THỨ TRƯỞNG
(Đã ký)
Tạ Anh Tuấn"
150974,08/2021/TT-BTC,"các doanh nghiệp, cơ quan nhà nước, đơn vị sự nghiệp công lập",DoiTuongApDung,content_clean,gemini,0.92,"Chuẩn mực kiểm toán nội bộ Việt Nam và các nguyên tắc đạo đức nghề nghiệp kiểm toán nội bộ áp dụng đối với các doanh nghiệp, cơ quan nhà nước, đơn vị sự nghiệp công lập quy định tại Điều 8, Điều 9, Điều 10 Nghị định số 05/2019/NĐ-CP"
150974,08/2021/TT-BTC,các tổ chức cá nhân có liên quan trong hoạt động kiểm toán nội bộ,DoiTuongApDung,content_clean,gemini,0.9,và các tổ chức cá nhân có liên quan trong hoạt động kiểm toán nội bộ của các đơn vị này.
150974,08/2021/TT-BTC,Kiểm toán,LinhVuc,content_clean,gemini,0.92,Ban hành chuẩn mực kiểm toán nội bộ Việt Nam và các nguyên tắc đạo đức nghề nghiệp kiểm toán nội bộ
150974,08/2021/TT-BTC,Kế toán,LinhVuc,content_clean,gemini,0.88,Căn cứ Luật kế toán số 88/2015/QH13 ngày 20 tháng 11 năm 2015;
164719,22/2023/TT-NHNN,Ngân hàng Nhà nước Việt Nam,CoQuan,metadata,metadata_rule,0.98,Từ cột co_quan_ban_hanh của metadata: Ngân hàng Nhà nước Việt Nam
164719,22/2023/TT-NHNN,Đoàn Thái Sơn,NguoiKy,metadata,metadata_rule,0.98,Từ cột nguoi_ky của metadata: Đoàn Thái Sơn
173695,56/2024/TT-NHNN,Ngân hàng Nhà nước Việt Nam,CoQuan,metadata,metadata_rule,0.98,Từ cột co_quan_ban_hanh của metadata: Ngân hàng Nhà nước Việt Nam
173695,56/2024/TT-NHNN,Đoàn Thái Sơn,NguoiKy,metadata,metadata_rule,0.98,Từ cột nguoi_ky của metadata: Đoàn Thái Sơn
173695,56/2024/TT-NHNN,Ngân hàng Nhà nước Việt Nam,CoQuan,content_clean,gemini,0.95,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM
173695,56/2024/TT-NHNN,Đoàn Thái Sơn,NguoiKy,content_clean,gemini,0.9,Người ký (Gốc): Đoàn Thái Sơn
173695,56/2024/TT-NHNN,Ngân hàng thương mại,DoiTuongApDung,content_clean,gemini,0.92,1. Ngân hàng thương mại.
173695,56/2024/TT-NHNN,Chi nhánh ngân hàng nước ngoài,DoiTuongApDung,content_clean,gemini,0.92,2. Chi nhánh ngân hàng nước ngoài.
173695,56/2024/TT-NHNN,"Văn phòng đại diện tại Việt Nam của tổ chức tín dụng nước ngoài, tổ chức nước ngoài khác có hoạt động ngân hàng",DoiTuongApDung,content_clean,gemini,0.92,"3. Văn phòng đại diện tại Việt Nam của tổ chức tín dụng nước ngoài, tổ chức nước ngoài khác có hoạt động ngân hàng (sau đây gọi là văn phòng đại diện nước ngoài)."
173695,56/2024/TT-NHNN,"Các tổ chức, cá nhân có liên quan đến hồ sơ, thủ tục cấp Giấy phép lần đầu của ngân hàng thương mại, chi nhánh ngân hàng nước ngoài và văn phòng đại diện nước ngoài",DoiTuongApDung,content_clean,gemini,0.9,"4. Các tổ chức, cá nhân có liên quan đến hồ sơ, thủ tục cấp Giấy phép lần đầu của ngân hàng thương mại, chi nhánh ngân hàng nước ngoài và văn phòng đại diện nước ngoài."
173695,56/2024/TT-NHNN,"Thanh tra, giám sát ngân hàng",LinhVuc,content_clean,gemini,0.88,"Theo đề nghị của Chánh Thanh tra, giám sát ngân hàng;"
186482,69/2025/TT-NHNN,Ngân hàng Nhà nước Việt Nam,CoQuan,metadata,metadata_rule,0.98,Từ cột co_quan_ban_hanh của metadata: Ngân hàng Nhà nước Việt Nam
186482,69/2025/TT-NHNN,Đoàn Thái Sơn,NguoiKy,metadata,metadata_rule,0.98,Từ cột nguoi_ky của metadata: Đoàn Thái Sơn
186482,69/2025/TT-NHNN,Ngân hàng Nhà nước Việt Nam,CoQuan,content_clean,gemini,0.95,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM ------- CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM
186482,69/2025/TT-NHNN,Đoàn Thái Sơn,NguoiKy,content_clean,gemini,0.9,Người ký (Gốc): Đoàn Thái Sơn
186482,69/2025/TT-NHNN,Công ty Quản lý tài sản,DoiTuongApDung,content_clean,gemini,0.92,"Chủ thể phát hành trái phiếu, trái phiếu đặc biệt là Công ty Quản lý tài sản."
186482,69/2025/TT-NHNN,tổ chức tín dụng,DoiTuongApDung,content_clean,gemini,0.9,"Công ty Quản lý tài sản phát hành trái phiếu, trái phiếu đặc biệt để thanh toán cho các tổ chức tín dụng, chi nhánh ngân hàng nước ngoài bán nợ"
186482,69/2025/TT-NHNN,chi nhánh ngân hàng nước ngoài,DoiTuongApDung,content_clean,gemini,0.9,"Công ty Quản lý tài sản phát hành trái phiếu, trái phiếu đặc biệt để thanh toán cho các tổ chức tín dụng, chi nhánh ngân hàng nước ngoài bán nợ"
186482,69/2025/TT-NHNN,"quản lý, giám sát ngân hàng",LinhVuc,content_clean,gemini,0.88,"trong lĩnh vực quản lý, giám sát ngân hàng liên quan đến cắt giảm điều kiện kinh doanh, đơn giản hóa thủ tục hành chính"
112924,105/2016/TT-BTC,Bộ Tài chính,CoQuan,metadata,metadata_rule,0.98,Từ cột co_quan_ban_hanh của metadata: Bộ Tài chính
112924,105/2016/TT-BTC,Trần Xuân Hà,NguoiKy,metadata,metadata_rule,0.98,Từ cột nguoi_ky của metadata: Trần Xuân Hà
112924,105/2016/TT-BTC,Bộ Tài chính,CoQuan,content_clean,gemini,0.95,BỘ TÀI CHÍNH CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM
112924,105/2016/TT-BTC,Trần Xuân Hà,NguoiKy,content_clean,gemini,0.9,Người ký (Gốc): Trần Xuân Hà
112924,105/2016/TT-BTC,tổ chức kinh doanh chứng khoán,DoiTuongApDung,content_clean,gemini,0.93,"Thông tư này áp dụng đối với tổ chức kinh doanh chứng khoán, quỹ đầu tư chứng khoán, công ty đầu tư chứng khoán, doanh nghiệp kinh doanh bảo hiểm"
112924,105/2016/TT-BTC,quỹ đầu tư chứng khoán,DoiTuongApDung,content_clean,gemini,0.93,"Thông tư này áp dụng đối với tổ chức kinh doanh chứng khoán, quỹ đầu tư chứng khoán, công ty đầu tư chứng khoán, doanh nghiệp kinh doanh bảo hiểm"
112924,105/2016/TT-BTC,công ty đầu tư chứng khoán,DoiTuongApDung,content_clean,gemini,0.93,"Thông tư này áp dụng đối với tổ chức kinh doanh chứng khoán, quỹ đầu tư chứng khoán, công ty đầu tư chứng khoán, doanh nghiệp kinh doanh bảo hiểm"
112924,105/2016/TT-BTC,doanh nghiệp kinh doanh bảo hiểm,DoiTuongApDung,content_clean,gemini,0.93,"Thông tư này áp dụng đối với tổ chức kinh doanh chứng khoán, quỹ đầu tư chứng khoán, công ty đầu tư chứng khoán, doanh nghiệp kinh doanh bảo hiểm"
112924,105/2016/TT-BTC,"các cơ quan, tổ chức, cá nhân có liên quan đến hoạt động đầu tư gián tiếp ra nước ngoài",DoiTuongApDung,content_clean,gemini,0.9,"và các cơ quan, tổ chức, cá nhân có liên quan đến hoạt động đầu tư gián tiếp ra nước ngoài."
112924,105/2016/TT-BTC,Chứng khoán,LinhVuc,content_clean,gemini,0.88,Căn cứ Luật Chứng khoán ngày 29 tháng 6 năm 2006
112924,105/2016/TT-BTC,Bảo hiểm,LinhVuc,content_clean,gemini,0.88,Căn cứ Luật Kinh doanh bảo hiểm ngày 09 tháng 12 năm 2000
112924,105/2016/TT-BTC,Đầu tư,LinhVuc,content_clean,gemini,0.85,Căn cứ Luật Đầu tư ngày 26 tháng 11 năm 2014
174218,62/2024/TT-NHNN,Ngân hàng Nhà nước Việt Nam,CoQuan,metadata,metadata_rule,0.98,Từ cột co_quan_ban_hanh của metadata: Ngân hàng Nhà nước Việt Nam
174218,62/2024/TT-NHNN,Đoàn Thái Sơn,NguoiKy,metadata,metadata_rule,0.98,Từ cột nguoi_ky của metadata: Đoàn Thái Sơn
174218,62/2024/TT-NHNN,Ngân hàng Nhà nước Việt Nam,CoQuan,content_clean,gemini,0.95,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM
174218,62/2024/TT-NHNN,Đoàn Thái Sơn,NguoiKy,content_clean,gemini,0.9,Người ký (Gốc): Đoàn Thái Sơn
174218,62/2024/TT-NHNN,Các tổ chức tín dụng,DoiTuongApDung,content_clean,gemini,0.92,Các tổ chức tín dụng bao gồm: a) Ngân hàng thương mại; b) Tổ chức tín dụng phi ngân hàng
174218,62/2024/TT-NHNN,Ngân hàng thương mại,DoiTuongApDung,content_clean,gemini,0.92,Ngân hàng thương mại
174218,62/2024/TT-NHNN,Tổ chức tín dụng phi ngân hàng,DoiTuongApDung,content_clean,gemini,0.92,Tổ chức tín dụng phi ngân hàng bao gồm công ty tài chính tổng hợp và công ty tài chính chuyên ngành
174218,62/2024/TT-NHNN,"Tổ chức, cá nhân có liên quan đến việc tổ chức lại tổ chức tín dụng",DoiTuongApDung,content_clean,gemini,0.9,"Tổ chức, cá nhân có liên quan đến việc tổ chức lại tổ chức tín dụng."
174218,62/2024/TT-NHNN,"Thanh tra, giám sát ngân hàng",LinhVuc,content_clean,gemini,0.88,"Theo đề nghị của Chánh Thanh tra, giám sát ngân hàng"
186888,62/2025/TT-NHNN,Ngân hàng Nhà nước Việt Nam,CoQuan,metadata,metadata_rule,0.98,Từ cột co_quan_ban_hanh của metadata: Ngân hàng Nhà nước Việt Nam
186888,62/2025/TT-NHNN,Đoàn Thái Sơn,NguoiKy,metadata,metadata_rule,0.98,Từ cột nguoi_ky của metadata: Đoàn Thái Sơn
6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,52/VBHN-NHNN,Ngân hàng Nhà nước Việt Nam,CoQuan,metadata,metadata_rule,0.98,Từ cột co_quan_ban_hanh của metadata: Ngân hàng Nhà nước Việt Nam
6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,52/VBHN-NHNN,Đoàn Thái Sơn,NguoiKy,metadata,metadata_rule,0.98,Từ cột nguoi_ky của metadata: Đoàn Thái Sơn
185630,63/2025/TT-NHNN,Ngân hàng Nhà nước Việt Nam,CoQuan,metadata,metadata_rule,0.98,Từ cột co_quan_ban_hanh của metadata: Ngân hàng Nhà nước Việt Nam
185630,63/2025/TT-NHNN,Đoàn Thái Sơn,NguoiKy,metadata,metadata_rule,0.98,Từ cột nguoi_ky của metadata: Đoàn Thái Sơn
117310,41/2016/TT-NHNN,Ngân hàng Nhà nước Việt Nam,CoQuan,metadata,metadata_rule,0.98,Từ cột co_quan_ban_hanh của metadata: Ngân hàng Nhà nước Việt Nam
117310,41/2016/TT-NHNN,Nguyễn Đồng Tiến,NguoiKy,metadata,metadata_rule,0.98,Từ cột nguoi_ky của metadata: Nguyễn Đồng Tiến
166269,17/2023/QH15,Quốc hội,CoQuan,metadata,metadata_rule,0.98,Từ cột co_quan_ban_hanh của metadata: Quốc hội
166269,17/2023/QH15,Vương Đình Huệ,NguoiKy,metadata,metadata_rule,0.98,Từ cột nguoi_ky của metadata: Vương Đình Huệ
177271,01/2025/TT-NHNN,Ngân hàng Nhà nước Việt Nam,CoQuan,metadata,metadata_rule,0.98,Từ cột co_quan_ban_hanh của metadata: Ngân hàng Nhà nước Việt Nam
177271,01/2025/TT-NHNN,Đoàn Thái Sơn,NguoiKy,metadata,metadata_rule,0.98,Từ cột nguoi_ky của metadata: Đoàn Thái Sơn
44209,01/2014/TT-NHNN,Ngân hàng Nhà nước Việt Nam,CoQuan,metadata,metadata_rule,0.98,Từ cột co_quan_ban_hanh của metadata: Ngân hàng Nhà nước Việt Nam
44209,01/2014/TT-NHNN,Đào Minh Tú,NguoiKy,metadata,metadata_rule,0.98,Từ cột nguoi_ky của metadata: Đào Minh Tú
25692,46/2010/QH12,Quốc hội,CoQuan,metadata,metadata_rule,0.98,Từ cột co_quan_ban_hanh của metadata: Quốc hội
25692,46/2010/QH12,Nguyễn Phú Trọng,NguoiKy,metadata,metadata_rule,0.98,Từ cột nguoi_ky của metadata: Nguyễn Phú Trọng
